work_id,work_name,work_type,district,lat,lon,sanctioned_amount,expenditure,physical_progress_pct,financial_progress_pct,start_date,end_date,actual_end_date,num_payment_txns,max_single_txn_pct_of_sanctioned,vendor_id,is_fraud_label
WRK00098,Irrigation Canal at District_6 Sector 10,Irrigation Canal,District_6,19.992315744781898,78.07270250907287,6151424.8,3497829.05,63.8,55.2,2024-02-13,2024-11-06,,4,34.5,VEND_009,0
WRK00099,Drainage at District_9 Sector 25,Drainage,District_9,20.244269151846606,78.28853536732238,2240738.53,2337740.28,91.4,100.0,2024-05-14,2025-06-01,,4,34.4,VEND_005,0
WRK00100,Bridge at District_12 Sector 10,Bridge,District_12,20.921629722586307,78.903095824184,2829316.57,1104915.54,34.1,39.4,2024-03-18,2024-11-03,,3,14.0,VEND_030,0
WRK00101,Community Hall at District_4 Sector 7,Community Hall,District_4,22.10901819715132,80.06719725316795,529114.85,429526.74,74.9,82.7,2024-05-14,2024-09-13,,3,31.3,VEND_026,0
WRK00102,Road Construction at District_3 Sector 7,Road Construction,District_3,20.925983028667325,78.84513311627265,1216060.04,1218812.68,91.1,97.8,2024-01-29,2025-02-02,,12,17.3,VEND_029,0
WRK00103,Anganwadi Center at District_3 Sector 34,Anganwadi Center,District_3,20.905101564862026,78.90394943581701,8767627.61,4067392.62,45.2,48.8,2023-02-18,2023-08-22,,8,12.5,VEND_046,0
WRK00104,Road Construction at District_2 Sector 17,Road Construction,District_2,21.786492243533147,79.88856706211338,873431.87,405691.85,47.1,45.0,2023-03-26,2023-07-14,,13,33.8,VEND_024,0
WRK00105,Community Hall at District_7 Sector 38,Community Hall,District_7,20.003085231702517,78.00186139182108,1175132.99,29610.2,18.6,2.6,2023-09-10,2024-07-17,,8,20.1,VEND_008,0
WRK00106,Road Construction at District_10 Sector 8,Road Construction,District_10,22.68078770435597,80.7509521846621,499626.66,327869.28,70.5,66.0,2024-02-16,2024-12-18,,14,21.1,VEND_052,0
WRK00107,Anganwadi Center at District_12 Sector 15,Anganwadi Center,District_12,20.777456393572994,78.82911579149203,5640184.7,1529027.85,34.9,27.0,2023-04-21,2024-05-08,,5,44.6,VEND_042,0
WRK00108,Road Construction at District_6 Sector 30,Road Construction,District_6,19.981820835484662,77.94253980014058,930092.33,472584.82,63.3,50.5,2023-09-01,2024-02-27,,7,21.5,VEND_016,0
WRK00109,Irrigation Canal at District_2 Sector 33,Irrigation Canal,District_2,21.73397555079215,79.84273428650677,4165198.03,1476722.95,37.5,34.9,2023-12-05,2024-06-24,,2,26.1,VEND_053,0
WRK00110,Water Supply at District_2 Sector 17,Water Supply,District_2,21.85037553854933,79.78716729418001,2268972.84,727964.75,40.4,33.0,2023-01-30,2023-09-23,,9,9.4,VEND_013,0
WRK00111,Water Supply at District_2 Sector 17,Water Supply,District_2,21.82101133547373,79.79488016466944,4800993.01,3078325.99,47.4,65.7,2024-03-06,2024-09-18,,6,28.9,VEND_013,0
WRK00112,Anganwadi Center at District_10 Sector 27,Anganwadi Center,District_10,22.66432230093148,80.56741458325405,4288316.1,2273101.63,41.1,51.7,2023-02-23,2023-10-13,,10,32.9,VEND_032,0
WRK00113,Anganwadi Center at District_2 Sector 21,Anganwadi Center,District_2,21.75495515023477,79.82619754770963,637161.37,480228.67,76.3,71.9,2023-06-11,2023-10-05,,9,8.2,VEND_030,0
WRK00114,Anganwadi Center at District_4 Sector 23,Anganwadi Center,District_4,22.104325277096073,80.11635049343946,4320131.53,4020576.18,77.4,89.8,2023-10-20,2024-08-07,,6,10.0,VEND_022,0
WRK00115,Water Supply at District_9 Sector 12,Water Supply,District_9,20.35224364062272,78.30339933130256,1266389.81,529768.86,33.8,41.6,2024-04-08,2025-02-18,,7,12.0,VEND_039,0
WRK00116,Irrigation Canal at District_5 Sector 30,Irrigation Canal,District_5,22.66857576349316,80.73872473519327,423659.94,352983.92,85.0,85.8,2023-07-09,2024-01-09,,4,15.5,VEND_045,0
WRK00117,School Building at District_7 Sector 39,School Building,District_7,19.95819714425771,78.03310407672909,567236.91,537991.86,94.0,91.0,2023-10-26,2024-11-26,,2,13.8,VEND_001,0
WRK00118,Road Construction at District_8 Sector 37,Road Construction,District_8,20.681003515456805,78.61818490751715,585864.99,173108.09,24.7,31.1,2023-01-14,2023-05-30,,13,22.5,VEND_020,0
WRK00119,Anganwadi Center at District_11 Sector 31,Anganwadi Center,District_11,21.000175470520066,78.9412099809898,440147.08,112749.71,22.4,24.5,2023-05-16,2023-12-26,,12,5.0,VEND_051,0
WRK00120,Bridge at District_11 Sector 36,Bridge,District_11,20.85173244025956,78.9026740813411,2126382.71,1740067.84,80.1,78.1,2023-07-07,2024-02-02,,12,10.0,VEND_026,0
WRK00121,School Building at District_12 Sector 20,School Building,District_12,20.882623829390322,78.84099996107665,12188584.29,10563503.78,76.3,91.0,2024-02-02,2024-05-23,,5,23.8,VEND_028,0
WRK00122,Community Hall at District_6 Sector 23,Community Hall,District_6,19.96197455759643,77.9719622917956,554678.69,467129.38,84.3,86.7,2023-07-08,2023-11-17,,2,18.8,VEND_012,0
WRK00123,School Building at District_6 Sector 15,School Building,District_6,19.946261699309115,78.04382718020408,602242.4,497403.11,74.4,79.6,2023-07-22,2024-02-25,,14,17.9,VEND_026,0
WRK00124,Water Supply at District_2 Sector 13,Water Supply,District_2,21.821949551469444,79.77366423040269,1279353.76,767692.17,50.4,57.7,2024-05-11,2025-03-01,,2,17.5,VEND_056,0
WRK00125,Drainage at District_10 Sector 7,Drainage,District_10,22.717631360195856,80.79564774038658,10674490.76,5813370.24,56.8,54.8,2023-03-19,2023-07-08,,13,29.2,VEND_058,0
WRK00126,School Building at District_4 Sector 15,School Building,District_4,22.081015673742872,80.11884738928477,423571.51,319812.36,84.2,72.1,2024-04-27,2025-02-19,,13,24.0,VEND_056,0
WRK00127,Bridge at District_8 Sector 11,Bridge,District_8,20.618226724451663,78.62780376369115,1249460.79,828317.0,89.5,66.6,2023-09-29,2024-03-03,,14,18.4,VEND_022,0
WRK00128,Water Supply at District_3 Sector 12,Water Supply,District_3,20.962437888620524,78.84567160702048,2557591.12,2228122.66,94.5,90.2,2024-01-25,2024-06-23,,14,5.0,VEND_058,0
WRK00129,Bridge at District_10 Sector 15,Bridge,District_10,22.690875007867486,80.72877732549999,9181802.18,5072763.82,60.9,57.0,2024-05-03,2025-01-22,,2,26.9,VEND_054,0
WRK00130,Irrigation Canal at District_4 Sector 16,Irrigation Canal,District_4,22.099560265525724,80.12565999055386,2772236.14,2658734.98,90.2,100.0,2024-02-05,2024-11-23,,13,42.3,VEND_026,0
WRK00131,Anganwadi Center at District_8 Sector 30,Anganwadi Center,District_8,20.601401109351297,78.58913869208907,445702.19,271586.79,68.6,61.3,2023-09-28,2024-07-05,,6,29.2,VEND_043,0
WRK00132,Bridge at District_11 Sector 20,Bridge,District_11,20.886453593492107,78.85355054164347,10488238.51,6583537.18,63.3,59.8,2023-02-23,2023-11-04,,8,7.5,VEND_029,0
WRK00133,Water Supply at District_12 Sector 19,Water Supply,District_12,20.91802958388284,78.83046572850124,1118804.49,1163193.66,100.0,100.0,2023-04-24,2024-01-28,2024-01-12,5,16.7,VEND_048,0
WRK00134,Community Hall at District_10 Sector 27,Community Hall,District_10,22.680237792749825,80.77335906253545,5594841.86,4611015.28,66.8,81.1,2023-04-07,2024-03-27,,12,12.8,VEND_042,0
WRK00135,Irrigation Canal at District_5 Sector 8,Irrigation Canal,District_5,22.749427662123264,80.70201282510003,2920716.37,627754.54,36.5,22.3,2023-09-02,2024-04-21,,7,19.9,VEND_007,0
WRK00136,Bridge at District_9 Sector 7,Bridge,District_9,20.29186005016837,78.40479993751127,12780233.3,12817796.13,99.1,100.0,2024-02-06,2024-06-22,2024-06-17,13,23.3,VEND_042,0
WRK00137,Bridge at District_11 Sector 17,Bridge,District_11,20.94390292894541,78.83134984915573,9367148.51,5694031.39,64.5,59.6,2023-03-15,2023-08-28,,6,16.5,VEND_029,0
WRK00138,Drainage at District_3 Sector 29,Drainage,District_3,20.84249572529238,78.93559885114956,1210278.54,1135714.93,91.5,94.1,2023-08-13,2024-02-04,,5,25.0,VEND_015,0
WRK00139,Drainage at District_11 Sector 15,Drainage,District_11,20.999875708890237,78.90661732532014,1019410.85,121280.39,25.1,11.6,2023-03-07,2024-01-08,,5,12.9,VEND_030,0
WRK00140,Community Hall at District_8 Sector 23,Community Hall,District_8,20.503273463214345,78.53659930415779,3112224.33,1942443.18,56.5,65.1,2023-11-03,2024-10-16,,13,18.3,VEND_029,0
